city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Wellington,Wellington,11.3655,76.7844,India,IN,IND,Tamil Nādu,,26686,1356417394
Nediyanad,Nediyanad,11.1297,76.0021,India,IN,IND,Kerala,,26680,1356127652
Nannamukku,Nannamukku,10.7167,76.0333,India,IN,IND,Kerala,,26669,1356441827
Talāja,Talaja,21.35,72.05,India,IN,IND,Gujarāt,,26667,1356770262
Kuppādi,Kuppadi,11.6792,76.2625,India,IN,IND,Kerala,,26662,1356118930
Dalsingh Sarai,Dalsingh Sarai,25.668,85.8364,India,IN,IND,Bihār,,26658,1356189011
Chettipālaiyam,Chettipalaiyam,11.1667,77.335,India,IN,IND,Tamil Nādu,,26642,1356163826
Silao,Silao,25.0836,85.428,India,IN,IND,Bihār,,26633,1356525355
Rājgarh,Rajgarh,27.236,76.622,India,IN,IND,Rājasthān,,26631,1356787651
Manihāri,Manihari,25.35,87.63,India,IN,IND,Bihār,,26629,1356002043
Lauri,Lauri,25.1396,80.0011,India,IN,IND,Madhya Pradesh,,26621,1356046064
Ghatāro Chaturbhuj,Ghataro Chaturbhuj,25.8146,85.1862,India,IN,IND,Bihār,,26594,1356014177
Shāhganj,Shahganj,26.056,82.682,India,IN,IND,Uttar Pradesh,,26556,1356607208
Manāsa,Manasa,24.48,75.15,India,IN,IND,Madhya Pradesh,,26551,1356979630
Dasūya,Dasuya,31.8168,75.6531,India,IN,IND,Punjab,,26550,1356361177
Perumbalam,Perumbalam,10.8311,76.043,India,IN,IND,Kerala,,26550,1356740621
Nyāmti,Nyamti,14.14,75.56,India,IN,IND,Karnātaka,,26546,1356399864
Deogarh,Deogarh,21.5383,84.7334,India,IN,IND,Odisha,,26526,1356230761
Kantābānji,Kantabanji,20.4671,82.9204,India,IN,IND,Odisha,,26525,1356006594
Ahmadābād,Ahmadabad,25.3019,87.7938,India,IN,IND,Bihār,,26513,1356352188
Karumāndi Chellipālaiyam,Karumandi Chellipalaiyam,11.3019,77.586,India,IN,IND,Tamil Nādu,,26495,1356168999
Maski,Maski,15.9581,76.6569,India,IN,IND,Karnātaka,,26440,1356780515
Tāmarakulam,Tamarakulam,9.4833,76.5,India,IN,IND,Kerala,,26438,1356008781
Pānchla,Panchla,22.54,88.14,India,IN,IND,West Bengal,,26432,1356068400
Mandi,Mandi,31.7069,76.9317,India,IN,IND,Himāchal Pradesh,,26422,1356326622
Māvelikara,Mavelikara,9.267,76.55,India,IN,IND,Kerala,,26421,1356198372
Mauganj,Mauganj,24.68,81.88,India,IN,IND,Madhya Pradesh,,26420,1356423548
Beohāri,Beohari,24.0242,81.3783,India,IN,IND,Madhya Pradesh,,26413,1356847193
Nādbai,Nadbai,27.23,77.2,India,IN,IND,Rājasthān,,26411,1356960987
Dīnānagar,Dinanagar,32.15,75.4667,India,IN,IND,Punjab,,26394,1356448598
Vīrakeralam,Virakeralam,11.0077,76.9126,India,IN,IND,Tamil Nādu,,26392,1356024238
Rangia,Rangia,26.47,91.63,India,IN,IND,Assam,,26389,1356060286
Elakādu,Elakadu,8.9009,76.8357,India,IN,IND,Kerala,,26382,1356161301
Gundlupēt,Gundlupet,11.8,76.68,India,IN,IND,Karnātaka,,26368,1356073035
Reoti,Reoti,25.85,84.3833,India,IN,IND,Uttar Pradesh,,26359,1356904621
Panchānandapur,Panchanandapur,24.9339,87.9761,India,IN,IND,West Bengal,,26358,1356286330
Cheranallūr,Cheranallur,10.1807,76.4792,India,IN,IND,Kerala,,26330,1356052526
Ubaidullāhganj,Ubaidullahganj,22.9983,77.5862,India,IN,IND,Madhya Pradesh,,26318,1356028433
Koelwār,Koelwar,25.5805,84.7975,India,IN,IND,Bihār,,26304,1356937599
Narasannapeta,Narasannapeta,18.4167,84.05,India,IN,IND,Andhra Pradesh,,26280,1356526261
Rasiāri,Rasiari,26.0464,86.3471,India,IN,IND,Bihār,,26279,1356103361
Mirganj,Mirganj,26.3638,84.364,India,IN,IND,Bihār,,26240,1356157202
Mel Bhuvanagiri,Mel Bhuvanagiri,11.438,79.6328,India,IN,IND,Tamil Nādu,,26240,1356238516
Kūdlu,Kudlu,12.526,74.9687,India,IN,IND,Kerala,,26235,1356539914
Tekkalakote,Tekkalakote,15.5348,76.8785,India,IN,IND,Karnātaka,,26224,1356141123
Tālīkota,Talikota,16.48,76.32,India,IN,IND,Karnātaka,,26217,1356943515
Sogrāha,Sograha,25.4798,85.9992,India,IN,IND,Bihār,,26205,1356350052
Vadakkanandal,Vadakkanandal,11.7739,78.8666,India,IN,IND,Tamil Nādu,,26196,1356244789
Buddayyakota,Buddayyakota,13.8196,78.1729,India,IN,IND,Andhra Pradesh,,26191,1356445403
Kottakota,Kottakota,13.6592,78.2467,India,IN,IND,Andhra Pradesh,,26191,1356420637
Guruzāla,Guruzala,16.58,79.57,India,IN,IND,Andhra Pradesh,,26190,1356361552
Budhlāda,Budhlada,29.93,75.57,India,IN,IND,Punjab,,26172,1356751792
Jirwa,Jirwa,26.0064,86.8604,India,IN,IND,Bihār,,26162,1356059694
Mankāchar,Mankachar,25.53,89.87,India,IN,IND,Meghālaya,,26162,1356498655
Dum Duma,Dum Duma,27.5688,95.5566,India,IN,IND,Assam,,26143,1356035545
Suār,Suar,29.027,79.057,India,IN,IND,Uttar Pradesh,,26142,1356047123
Gūdūru,Guduru,15.775,77.807,India,IN,IND,Andhra Pradesh,,26142,1356895039
Rīngas,Ringas,27.37,75.57,India,IN,IND,Rājasthān,,26139,1356539629
Bijbiāra,Bijbiara,33.7938,75.107,India,IN,IND,Jammu and Kashmīr,,26128,1356024716
Bāruni,Baruni,25.4751,85.9681,India,IN,IND,Bihār,,26117,1356554204
Vadakku Viravanallur,Vadakku Viravanallur,8.6979,77.5192,India,IN,IND,Tamil Nādu,,26116,1356820577
Elangunnapuzha,Elangunnapuzha,10.0167,76.2167,India,IN,IND,Kerala,,26092,1356925440
Phulera,Phulera,26.874,75.2417,India,IN,IND,Rājasthān,,26091,1356254629
Terdāl,Terdal,16.5,75.05,India,IN,IND,Karnātaka,,26088,1356680781
Renigunta,Renigunta,13.65,79.52,India,IN,IND,Andhra Pradesh,,26031,1356090944
Sāndi,Sandi,27.3,79.95,India,IN,IND,Uttar Pradesh,,26007,1356554804
Gahmar,Gahmar,25.497,83.822,India,IN,IND,Uttar Pradesh,,25994,1356604984
Mangaldai,Mangaldai,26.43,92.03,India,IN,IND,Assam,,25989,1356621216
Dharmapuram,Dharmapuram,8.1203,77.389,India,IN,IND,Tamil Nādu,,25982,1356218555
Tiruppattūr,Tiruppattur,10.13,78.62,India,IN,IND,Tamil Nādu,,25980,1356338351
Naduvannur,Naduvannur,11.4833,75.7667,India,IN,IND,Kerala,,25979,1356454200
Rāmpur,Rampur,26.2126,87.2491,India,IN,IND,Bihār,,25972,1356644862
Chintalapūdi,Chintalapudi,17.0417,80.5901,India,IN,IND,Andhra Pradesh,,25952,1356061024
Masrakh,Masrakh,26.1054,84.8026,India,IN,IND,Bihār,,25936,1356006359
Mannachchanellūr,Mannachchanellur,10.9078,78.7022,India,IN,IND,Tamil Nādu,,25931,1356064239
Krishnāpuram,Krishnapuram,9.15,76.5,India,IN,IND,Kerala,,25927,1356161008
Jaynagar-Majilpur,Jaynagar-Majilpur,22.1752,88.4201,India,IN,IND,West Bengal,,25922,1356557030
Gilarchāt,Gilarchat,22.0703,88.4455,India,IN,IND,West Bengal,,25897,1356659506
Jodhpur,Jodhpur,21.88,70.03,India,IN,IND,Gujarāt,,25892,1356596981
Dhrol,Dhrol,22.57,70.42,India,IN,IND,Gujarāt,,25883,1356860668
Vesala,Vesala,12.162,75.4956,India,IN,IND,Kerala,,25875,1356416535
Jharka,Jharka,26.3047,85.6686,India,IN,IND,Bihār,,25875,1356515264
Perunkalattu,Perunkalattu,12.9182,80.0824,India,IN,IND,Tamil Nādu,,25864,1356132023
Kotal,Kotal,31.757,76.8729,India,IN,IND,Himāchal Pradesh,,25860,1356841795
Gokarn,Gokarn,14.55,74.3167,India,IN,IND,Karnātaka,,25851,1356619240
Polasara,Polasara,19.6939,84.814,India,IN,IND,Odisha,,25829,1356234116
Kārkala,Karkala,13.2,74.983,India,IN,IND,Karnātaka,,25824,1356095325
Vayakkalattu,Vayakkalattu,8.5285,77.1035,India,IN,IND,Kerala,,25813,1356161925
Rāman,Raman,29.9504,74.9619,India,IN,IND,Punjab,,25807,1356018297
Kadamalaikkundu,Kadamalaikkundu,9.811,77.5039,India,IN,IND,Tamil Nādu,,25794,1356209842
Lādkhed,Ladkhed,20.32,77.77,India,IN,IND,Mahārāshtra,,25791,1356677977
Mungaoli,Mungaoli,24.4084,78.0959,India,IN,IND,Madhya Pradesh,,25787,1356116361
Chhota Udepur,Chhota Udepur,22.3056,74.0139,India,IN,IND,Gujarāt,,25787,1356960185
Karavaram,Karavaram,8.7127,76.9524,India,IN,IND,Kerala,,25779,1356161402
Koba,Koba,21.2844,72.8763,India,IN,IND,Gujarāt,,25778,1356068970
Bishunpur Sundar,Bishunpur Sundar,26.0579,86.9833,India,IN,IND,Bihār,,25773,1356224656
Seondha,Seondha,26.1542,78.7812,India,IN,IND,Madhya Pradesh,,25773,1356928095
Cherukolattur,Cherukolattur,11.1881,75.9173,India,IN,IND,Kerala,,25767,1356811904
Chinna Salem,Chinna Salem,11.6342,78.8741,India,IN,IND,Tamil Nādu,,25761,1356043149
Vorkādi,Vorkadi,12.7598,74.9311,India,IN,IND,Kerala,,25756,1356320545
Safīpur,Safipur,26.73,80.35,India,IN,IND,Uttar Pradesh,,25688,1356233932
Nāgod,Nagod,24.5692,80.5881,India,IN,IND,Madhya Pradesh,,25688,1356118219
Netāpur Tānda,Netapur Tanda,16.8321,79.4356,India,IN,IND,Andhra Pradesh,,25678,1356170706
Nanminda,Nanminda,11.4222,75.8319,India,IN,IND,Kerala,,25628,1356022785
Kāko,Kako,25.2259,85.0642,India,IN,IND,Bihār,,25605,1356818795
Tarkeshwar,Tarkeshwar,21.0957,72.8225,India,IN,IND,Gujarāt,,25589,1356454132
Sirumugai,Sirumugai,11.3214,77.0052,India,IN,IND,Tamil Nādu,,25585,1356143655
Chainpura,Chainpura,25.52,86.31,India,IN,IND,Bihār,,25584,1356314597
Nagar,Nagar,27.4247,77.0995,India,IN,IND,Rājasthān,,25572,1356030258
Raghunāthpur,Raghunathpur,23.55,86.67,India,IN,IND,West Bengal,,25561,1356379674
Vijāpur,Vijapur,23.57,72.75,India,IN,IND,Gujarāt,,25558,1356813215
Niramaruthūr,Niramaruthur,10.9267,75.9033,India,IN,IND,Kerala,,25547,1356622948
Poranki,Poranki,16.4743,80.7128,India,IN,IND,Andhra Pradesh,,25545,1356863929
Nettappākkam,Nettappakkam,11.8663,79.6327,India,IN,IND,Tamil Nādu,,25503,1356202164
Bhīkhi,Bhikhi,30.07,75.53,India,IN,IND,Punjab,,25500,1356512688
Mannadipattu,Mannadipattu,11.9842,79.6321,India,IN,IND,Tamil Nādu,,25473,1356207761
Bathnāha,Bathnaha,26.6433,85.5747,India,IN,IND,Bihār,,25458,1356561919
Pauri,Pauri,30.15,78.78,India,IN,IND,Uttarākhand,,25440,1356678121
Kīranūr,Kiranur,11.692,79.2899,India,IN,IND,Tamil Nādu,,25420,1356113043
Chengannūr,Chengannur,9.3157,76.6151,India,IN,IND,Kerala,,25391,1356007942
Nonāhi,Nonahi,26.7892,85.6482,India,IN,IND,Bihār,,25366,1356112270
Timurni,Timurni,22.3712,77.2274,India,IN,IND,Madhya Pradesh,,25321,1356057503
Jevargi,Jevargi,17.0139,76.7732,India,IN,IND,Karnātaka,,25316,1356918542
Bābra,Babra,21.8442,71.3042,India,IN,IND,Gujarāt,,25270,1356030434
Merkānam,Merkanam,12.1942,79.9435,India,IN,IND,Tamil Nādu,,25263,1356108640
Wādi,Wadi,17.07,76.98,India,IN,IND,Karnātaka,,25258,1356659332
Ilaiyānkudi,Ilaiyankudi,9.6271,78.6247,India,IN,IND,Tamil Nādu,,25233,1356621144
Mudgal,Mudgal,16.0119,76.442,India,IN,IND,Karnātaka,,25233,1356762864
Saranga,Saranga,22.54,88.21,India,IN,IND,West Bengal,,25200,1356064506
Uttaramerūr,Uttaramerur,12.616,79.753,India,IN,IND,Tamil Nādu,,25194,1356014919
Kola,Kola,22.43,87.87,India,IN,IND,West Bengal,,25191,1356776203
Lātehār,Latehar,23.7442,84.4998,India,IN,IND,Jhārkhand,,25188,1356490044
Pāonta Sāhib,Paonta Sahib,30.438,77.624,India,IN,IND,Himāchal Pradesh,,25183,1356886144
Tirorā,Tirora,21.4072,79.9326,India,IN,IND,Mahārāshtra,,25181,1356865532
Banhatti,Banhatti,16.3853,75.1494,India,IN,IND,Karnātaka,,25175,1356647094
Vāsudevanallūr,Vasudevanallur,9.2417,77.4118,India,IN,IND,Tamil Nādu,,25161,1356139217
Gulām,Gulam,25.7965,86.7416,India,IN,IND,Bihār,,25149,1356025076
Kasrāwad,Kasrawad,22.1274,75.611,India,IN,IND,Madhya Pradesh,,25146,1356487430
Rājgurunagar,Rajgurunagar,18.8667,73.9,India,IN,IND,Mahārāshtra,,25146,1356130910
Panāgar,Panagar,23.3,79.98,India,IN,IND,Madhya Pradesh,,25143,1356428315
Pallappatti,Pallappatti,10.7198,77.8915,India,IN,IND,Tamil Nādu,,25131,1356278919
Sāhibpur Kamāl,Sahibpur Kamal,25.4167,86.3901,India,IN,IND,Bihār,,25128,1356099280
Sohwal,Sohwal,26.75,81.9861,India,IN,IND,Uttar Pradesh,,25123,1356066812
Rānia,Rania,29.53,74.83,India,IN,IND,Haryāna,,25123,1356052724
Nāmrup,Namrup,27.1939,95.3193,India,IN,IND,Assam,,25107,1356777660
Muliyār,Muliyar,12.5074,75.0957,India,IN,IND,Kerala,,25095,1356418745
Sahjanwa,Sahjanwa,26.75,83.2167,India,IN,IND,Uttar Pradesh,,25091,1356149492
Rajākheri,Rajakheri,23.8593,78.7852,India,IN,IND,Madhya Pradesh,,25091,1356394598
Jāfarābād,Jafarabad,20.8667,71.3667,India,IN,IND,Gujarāt,,25081,1356101098
Shrīrangapattana,Shrirangapattana,12.414,76.704,India,IN,IND,Karnātaka,,25061,1356689943
Nabīnagar,Nabinagar,24.62,84.12,India,IN,IND,Bihār,,25041,1356155865
Sohāgpur,Sohagpur,22.7,78.2,India,IN,IND,Madhya Pradesh,,25040,1356364830
Barwa Sāgar,Barwa Sagar,25.3799,78.739,India,IN,IND,Uttar Pradesh,,25028,1356919877
Barki Ballia,Barki Ballia,25.4223,86.2758,India,IN,IND,Bihār,,25020,1356311518
Simria,Simria,25.9663,85.8324,India,IN,IND,Bihār,,25017,1356112895
Trikodi,Trikodi,11.4667,75.6167,India,IN,IND,Kerala,,25015,1356008713
Hukeri,Hukeri,16.23,74.6,India,IN,IND,Karnātaka,,25014,1356892943
Naubatpur,Naubatpur,25.5,84.9611,India,IN,IND,Bihār,,25011,1356033959
Pathiyanikunnu,Pathiyanikunnu,8.7733,76.8801,India,IN,IND,Kerala,,25007,1356159683
Attili,Attili,16.7,81.6,India,IN,IND,Andhra Pradesh,,25004,1356502281
Khed Brahma,Khed Brahma,24.0283,73.0414,India,IN,IND,Gujarāt,,25001,1356775137
Kali,Kali,19.9436,77.7317,India,IN,IND,Mahārāshtra,,25000,1356724243
Ayirūrpāra,Ayirurpara,8.503,76.9522,India,IN,IND,Kerala,,25000,1356162671
Pārner,Parner,19.003,74.438,India,IN,IND,Mahārāshtra,,25000,1356670291
Lālru,Lalru,30.4867,76.8006,India,IN,IND,Punjab,,25000,1356090094
Singhāna,Singhana,27.98,75.8,India,IN,IND,Rājasthān,,25000,1356079407
Kalamner,Kalamner,20.4444,78.3256,India,IN,IND,Mahārāshtra,,25000,1356691097
Sojītra,Sojitra,22.55,72.7197,India,IN,IND,Gujarāt,,25000,1356754244
Mādha,Madha,29.1966,76.0653,India,IN,IND,Haryāna,,25000,1356080043
Chānasma,Chanasma,23.72,72.12,India,IN,IND,Gujarāt,,25000,1356102402
Vodurivāndlagūdem,Vodurivandlagudem,16.4286,81.133,India,IN,IND,Andhra Pradesh,,25000,1356279469
Khiria Jhānsi,Khiria Jhansi,25.4639,78.5829,India,IN,IND,Uttar Pradesh,,25000,1356155230
Data,Data,29.267,75.995,India,IN,IND,Haryāna,,25000,1356614469
Malanvādi,Malanvadi,16.008,73.687,India,IN,IND,Mahārāshtra,,25000,1356063248
Simaria,Simaria,25.4221,86.006,India,IN,IND,Bihār,,24998,1356745818
Sidhaulī,Sidhauli,27.28,80.83,India,IN,IND,Uttar Pradesh,,24976,1356096594
Tapa,Tapa,30.2979,75.3694,India,IN,IND,Punjab,,24970,1356153642
Paduvari,Paduvari,13.8833,74.6333,India,IN,IND,Karnātaka,,24968,1356245561
Gajwel,Gajwel,17.8517,78.6828,India,IN,IND,Andhra Pradesh,,24961,1356985510
Baindūr,Baindur,13.866,74.6333,India,IN,IND,Karnātaka,,24957,1356512199
Mundargi,Mundargi,15.207,75.884,India,IN,IND,Karnātaka,,24919,1356700482
Nainpur,Nainpur,22.43,80.12,India,IN,IND,Madhya Pradesh,,24914,1356078158
Dugda,Dugda,23.7452,86.1717,India,IN,IND,Jhārkhand,,24904,1356626278
Karukurti,Karukurti,10.2167,76.3833,India,IN,IND,Kerala,,24860,1356080085
Kālāvad,Kalavad,22.22,70.38,India,IN,IND,Gujarāt,,24857,1356090795
Edavanakad,Edavanakad,10.015,76.22,India,IN,IND,Kerala,,24856,1356114351
Rangāpāra,Rangapara,26.8377,92.6688,India,IN,IND,Assam,,24847,1356822563
Madūru,Maduru,14.7616,78.6171,India,IN,IND,Andhra Pradesh,,24843,1356897345
Cherukara,Cherukara,9.4667,76.6,India,IN,IND,Kerala,,24842,1356160544
Valambur,Valambur,11,76.2,India,IN,IND,Kerala,,24841,1356035724
Rāghopur,Raghopur,25.5323,85.3809,India,IN,IND,Bihār,,24838,1356915365
Ghoti Budrukh,Ghoti Budrukh,19.7167,73.6333,India,IN,IND,Mahārāshtra,,24838,1356727216
Sirmatpur,Sirmatpur,25.3235,87.3836,India,IN,IND,Bihār,,24830,1356181970
Banga,Banga,31.1887,75.9949,India,IN,IND,Punjab,,24827,1356028584
Turuttikkara,Turuttikkara,8.9438,76.6039,India,IN,IND,Kerala,,24823,1356160342
Nazareth,Nazareth,8.558,77.96,India,IN,IND,Tamil Nādu,,24815,1356111397
Bāsopatti,Basopatti,26.578,86.0052,India,IN,IND,Bihār,,24808,1356088494
Kuttampuzha,Kuttampuzha,10.15,76.7333,India,IN,IND,Kerala,,24799,1356944088
Khalāri,Khalari,23.6506,85.0074,India,IN,IND,Jhārkhand,,24793,1356046558
Usia,Usia,25.4309,83.7075,India,IN,IND,Uttar Pradesh,,24786,1356622480
Shivganj,Shivganj,25.15,73.07,India,IN,IND,Rājasthān,,24785,1356629626
Podatūrpeta,Podaturpeta,13.2817,79.4854,India,IN,IND,Tamil Nādu,,24703,1356639054
Mairwa,Mairwa,26.2322,84.1635,India,IN,IND,Bihār,,24697,1356004737
Pānapur,Panapur,25.6729,85.0715,India,IN,IND,Bihār,,24678,1356470796
Patnāgarh,Patnagarh,20.7083,83.1326,India,IN,IND,Odisha,,24676,1356712742
Narasingapuram,Narasingapuram,11.6038,78.5778,India,IN,IND,Tamil Nādu,,24670,1356244145
Chandili,Chandili,19.2467,83.4058,India,IN,IND,Odisha,,24664,1356355786
Pāsighāt,Pasighat,28.07,95.33,India,IN,IND,Arunāchal Pradesh,,24656,1356208104
Pālakodu,Palakodu,12.3037,78.073,India,IN,IND,Tamil Nādu,,24640,1356661099
Shamgarh,Shamgarh,24.18,75.63,India,IN,IND,Madhya Pradesh,,24637,1356586819
Navalgund,Navalgund,15.57,75.37,India,IN,IND,Karnātaka,,24613,1356120941
Pāta Kalidindi,Pata Kalidindi,16.5014,81.2908,India,IN,IND,Andhra Pradesh,,24600,1356028407
Rāmdiri,Ramdiri,25.3118,86.1023,India,IN,IND,Bihār,,24595,1356818398
Gorantla,Gorantla,13.9892,77.7703,India,IN,IND,Andhra Pradesh,,24586,1356060409
Irugūr,Irugur,11.0178,77.0629,India,IN,IND,Tamil Nādu,,24581,1356858696
Kottapeta,Kottapeta,16.7167,81.9,India,IN,IND,Andhra Pradesh,,24539,1356033971
Cheruvāranam,Cheruvaranam,9.6522,76.3179,India,IN,IND,Kerala,,24538,1356162784
Sirkhandi Bhitha,Sirkhandi Bhitha,26.6244,85.7787,India,IN,IND,Bihār,,24525,1356275032
Dungra Chhota,Dungra Chhota,23.1667,74.3,India,IN,IND,Rājasthān,,24522,1356060697
Akivīdu,Akividu,16.5812,81.3747,India,IN,IND,Andhra Pradesh,,24506,1356405611
Aklvidu,Aklvidu,16.6,81.3833,India,IN,IND,Andhra Pradesh,,24506,1356049380
Andhra Thārhi,Andhra Tharhi,26.3771,86.3341,India,IN,IND,Bihār,,24497,1356372709
Nij Khari,Nij Khari,22.0929,88.4288,India,IN,IND,West Bengal,,24496,1356997742
Tirumuruganpūndi,Tirumuruganpundi,11.1649,77.3084,India,IN,IND,Tamil Nādu,,24495,1356163710
Parambatt Kavu,Parambatt Kavu,11.3268,75.8906,India,IN,IND,Kerala,,24495,1356064484
Tulsīpur,Tulsipur,27.55,82.42,India,IN,IND,Uttar Pradesh,,24488,1356203063
Pindwāra,Pindwara,24.7945,73.055,India,IN,IND,Rājasthān,,24487,1356740431
Dhāmnagar,Dhamnagar,20.9141,86.4468,India,IN,IND,Odisha,,24486,1356990724
Khajurāho,Khajuraho,24.85,79.925,India,IN,IND,Madhya Pradesh,,24481,1356993147
Purwā,Purwa,26.47,80.78,India,IN,IND,Uttar Pradesh,,24467,1356463206
Sahaspur,Sahaspur,29.1208,78.6208,India,IN,IND,Uttar Pradesh,,24463,1356358964
Sahāwar,Sahawar,27.8,78.85,India,IN,IND,Uttar Pradesh,,24457,1356246628
Vinnamāla,Vinnamala,13.9074,79.9086,India,IN,IND,Andhra Pradesh,,24446,1356425707
Būndu,Bundu,23.1609,85.5901,India,IN,IND,Jhārkhand,,24445,1356307063
Channagiri,Channagiri,14.024,75.9258,India,IN,IND,Karnātaka,,24435,1356077835
Balarāmpur,Balarampur,23.12,86.22,India,IN,IND,West Bengal,,24431,1356300676
Ashwarāopeta,Ashwaraopeta,17.25,81.1333,India,IN,IND,Andhra Pradesh,,24405,1356588318
Tirutturaippūndi,Tirutturaippundi,10.53,79.65,India,IN,IND,Tamil Nādu,,24404,1356134060
Garhara,Garhara,25.4407,85.9983,India,IN,IND,Bihār,,24397,1356014568
Panmana,Panmana,8.9333,76.6167,India,IN,IND,Kerala,,24397,1356160499
Asan,Asan,25.73,74.33,India,IN,IND,Rājasthān,,24370,1356771102
Nagarpāra,Nagarpara,25.4155,86.8832,India,IN,IND,Bihār,,24354,1356562948
Paruthūr,Paruthur,10.8174,76.1178,India,IN,IND,Kerala,,24345,1356096328
Sundarnagar,Sundarnagar,31.53,76.88,India,IN,IND,Himāchal Pradesh,,24344,1356852734
Saidpur,Saidpur,25.55,83.18,India,IN,IND,Uttar Pradesh,,24338,1356124209
Singarāyakonda,Singarayakonda,15.25,80.0203,India,IN,IND,Andhra Pradesh,,24324,1356627403
Pallapatti,Pallapatti,9.4664,77.8219,India,IN,IND,Tamil Nādu,,24319,1356214211
Iringal,Iringal,11.5667,75.6,India,IN,IND,Kerala,,24318,1356107069
Bijāwar,Bijawar,24.6235,79.4899,India,IN,IND,Madhya Pradesh,,24306,1356698004
Velūr,Velur,11.1114,78.0048,India,IN,IND,Tamil Nādu,,24305,1356119135
Koloriāng,Koloriang,27.9167,93.35,India,IN,IND,,,24300,1356182527
Baheri,Baheri,25.9426,86.0471,India,IN,IND,Bihār,,24284,1356549569
Mahārājgani,Maharajgani,26.1075,84.5025,India,IN,IND,Bihār,,24282,1356944079
Ayanavelikulangara Tekku,Ayanavelikulangara Tekku,9.0436,76.5199,India,IN,IND,Kerala,,24268,1356160520
Umga,Umga,24.6396,84.5577,India,IN,IND,Bihār,,24261,1356143590
Mau,Mau,26.2658,78.6711,India,IN,IND,Madhya Pradesh,,24244,1356185503
Mayāng Imphāl,Mayang Imphal,24.6,93.9,India,IN,IND,Manipur,,24239,1356895176
Vēttakkāranpudūr,Vettakkaranpudur,10.5637,76.9166,India,IN,IND,Tamil Nādu,,24235,1356521161
Nāravārikuppam,Naravarikuppam,13.1913,80.1847,India,IN,IND,Tamil Nādu,,24196,1356579086
Halikner,Halikner,17.85,77.27,India,IN,IND,Karnātaka,,24196,1356022552
Maksi,Maksi,23.26,76.1457,India,IN,IND,Madhya Pradesh,,24189,1356073929
Mogalturru,Mogalturru,16.4167,81.6,India,IN,IND,Andhra Pradesh,,24189,1356138893
Ukkāyapalle,Ukkayapalle,14.4898,78.8927,India,IN,IND,Andhra Pradesh,,24165,1356294356
Kosigi,Kosigi,15.85,77.2667,India,IN,IND,Andhra Pradesh,,24165,1356175415
Loha,Loha,18.9623,77.1309,India,IN,IND,Mahārāshtra,,24125,1356853431
Tiruvattār,Tiruvattar,8.3307,77.2673,India,IN,IND,Tamil Nādu,,24119,1356205250
Sundararaopeta,Sundararaopeta,16.5193,80.6305,India,IN,IND,Andhra Pradesh,,24112,1356283197
Jaisinghpur,Jaisinghpur,26.6318,84.7855,India,IN,IND,Bihār,,24101,1356757347
Sangrāmpur,Sangrampur,26.4752,84.6898,India,IN,IND,Bihār,,24064,1356149238
Arttuvāttala,Arttuvattala,9.5167,76.3167,India,IN,IND,Kerala,,24043,1356160622
Siswa,Siswa,26.7027,84.9133,India,IN,IND,Bihār,,24039,1356948136
Sūleswaranpatti,Suleswaranpatti,10.6388,77.0084,India,IN,IND,Tamil Nādu,,24038,1356170691
Yādiki,Yadiki,15.05,77.88,India,IN,IND,Andhra Pradesh,,24018,1356425691
Tehri,Tehri,30.38,78.48,India,IN,IND,Uttarākhand,,24014,1356223714
Maheshwar,Maheshwar,22.11,75.35,India,IN,IND,Madhya Pradesh,,24000,1356130674
Payipira,Payipira,10.025,76.5569,India,IN,IND,Kerala,,24000,1356160218
Sikandarpur,Sikandarpur,26.0333,84.05,India,IN,IND,Uttar Pradesh,,23986,1356747004
Pennādam,Pennadam,11.4039,79.2416,India,IN,IND,Tamil Nādu,,23979,1356183893
Shāhpur,Shahpur,21.2374,76.2256,India,IN,IND,Madhya Pradesh,,23964,1356036035
Neduvattūr,Neduvattur,8.9931,76.75,India,IN,IND,Kerala,,23951,1356161436
Puyappalli,Puyappalli,8.9,76.75,India,IN,IND,Kerala,,23924,1356161642
Sendamangalam,Sendamangalam,11.2825,78.2339,India,IN,IND,Tamil Nādu,,23913,1356633926
Mātābhānga,Matabhanga,26.33,89.22,India,IN,IND,West Bengal,,23890,1356999276
Mulgund,Mulgund,15.2807,75.5213,India,IN,IND,Karnātaka,,23889,1356406320
Peringuzha,Peringuzha,9.9667,76.4167,India,IN,IND,Kerala,,23878,1356137734
Karian,Karian,25.8594,86.0104,India,IN,IND,Bihār,,23873,1356125443
Koilkuntla,Koilkuntla,15.2333,78.3167,India,IN,IND,Andhra Pradesh,,23859,1356024299
Herohalli,Herohalli,12.9911,77.4873,India,IN,IND,Karnātaka,,23851,1356020701
Mulakumūd,Mulakumud,8.2681,77.286,India,IN,IND,Tamil Nādu,,23835,1356207389
Annūr,Annur,11.2325,77.1069,India,IN,IND,Tamil Nādu,,23828,1356154050
Kuju,Kuju,23.7254,85.5102,India,IN,IND,Jhārkhand,,23812,1356020297
Hungund,Hungund,16.0621,76.0586,India,IN,IND,Karnātaka,,23808,1356140443
Kumar Khad,Kumar Khad,26.5918,86.264,India,IN,IND,Bihār,,23806,1356386794
Sulya,Sulya,12.561,75.3874,India,IN,IND,Karnātaka,,23796,1356024884
